String ID,Dev Notes / Context,Character Limit,Text
ATV-40,Weapons,64,AVT-40
VS-98,Weapons,64,SV-98
BB 91 KERR,Weapons,64,PP-91 Kedr
N1o,Weapons,64,M1A
VRIZZ Sector 9x19mm,Weapons,64,KRISS Vector 9x19mm
EC 74U,Weapons,64,AK-74U
Skop H,Weapons,64,SCAR-H
RP 57,Weapons,64,FN 57
Batko MKM,Weapons,64,TAPCO SKS
Marauder 700,Weapons,64,雷明頓 M700
NC 47 CHIMERA,Weapons,64,Mk47 Mutant
ZZ VEL,Weapons,64,AS Val
MKM,Weapons,64,SKS
Grusa 1,Weapons,64,Groza-1
VNP,Weapons,64,UMP
12.7x55mm BP round,Ammo Types,64,12.7x55mm 穿甲彈
12.7x55mm HP round,Ammo Types,64,12.7x55mm 空尖彈
12.7x55mm PS round,Ammo Types,64,12.7x55mm 鋼芯彈
12x70mm BUCKSHOT,Ammo Types,64,12x70mm 散彈
12x70mm SLUG,Ammo Types,64,12x70mm 獨頭彈
12x70mm AP SLUG,Ammo Types,64,12x70mm 穿甲獨頭彈
.357 magnum,Ammo Types,64,.357 馬格南
.45 acp,Ammo Types,64,.45 ACP
.45 acp AP,Ammo Types,64,.45 ACP 穿甲彈
.45 acp Subsonic,Ammo Types,64,.45 ACP 亞音速
5.45x39mm PS,Ammo Types,64,5.45x39mm 鋼芯彈
5.45x39mm BT,Ammo Types,64,5.45x39mm 曳光穿甲彈
5.45x39mm HP,Ammo Types,64,5.45x39mm 空尖彈
5.45x39mm Subsonic,Ammo Types,64,5.45x39mm 亞音速
5.56x45mm M855,Ammo Types,64,5.56x45mm m855
5.56x45mm HP,Ammo Types,64,5.56x45mm 空尖彈
5.56x45mm M995,Ammo Types,64,5.56x45mm m995
5.56x45mm Subsonic,Ammo Types,64,5.56x45mm 亞音速
5.7x28mm R37,Ammo Types,64,5.7x28mm R37
5.7x28mm SS190,Ammo Types,64,5.7x28mm SS190
5.7x28mm Subsonic,Ammo Types,64,5.7x28mm 亞音速
7.62x25mm FMJ,Ammo Types,64,7.62x25mm FMJ
7.62x25mm PST,Ammo Types,64,7.62x25mm PST
7.62x39mm PS,Ammo Types,64,7.62x39mm 鋼芯彈
7.62x39mm BP,Ammo Types,64,7.62x39mm 穿甲彈
7.62x39mm HP,Ammo Types,64,7.62x39mm 空尖彈
7.62x39mm Subsonic,Ammo Types,64,7.62x39mm 亞音速
7.62x51mm M80,Ammo Types,64,7.62x51mm m80
7.62x51mm FMJ,Ammo Types,64,7.62x51mm FMJ
7.62x51mm M61,Ammo Types,64,7.62x51mm m61
7.62x54R mm PS,Ammo Types,64,7.62x54Rmm 鋼芯彈
7.62x54Rmm SNB,Ammo Types,64,7.62x54Rmm 強化鋼芯穿甲彈
9x18mm PS,Ammo Types,64,9x18mm 鋼芯彈
9x18mm PBM,Ammo Types,64,9x18mm PBM
9x19mm PSO,Ammo Types,64,9x19mm PSO
9x19mm AP,Ammo Types,64,9x19mm 穿甲彈
9x19mm Subsonic,Ammo Types,64,9x19mm 亞音速
9x39mm SP-5,Ammo Types,64,9x39mm SP-5
9x39mm BP,Ammo Types,64,9x39mm 穿甲彈
Arman suit,Armor,64,阿爾曼套裝
Bandit Leather armor,Armor,64,強盜皮甲
Bandit 3FBBY armor,Armor,64,強盜 3FBBY 護甲
Bulletproof vest,Armor,64,防彈背心
Military AFZ-0,Armor,64,軍用 AFZ-0
Military AFZ-1,Armor,64,軍用 AFZ-1
Military AFZ-2,Armor,64,軍用 AFZ-2
Military AFZ-3,Armor,64,軍用 AFZ-3
Military Cyclops suit,Armor,64,軍用獨眼巨人套裝
Crimson CPR-0,Armor,64,深紅公司 CPR-0
Crimson CPR-1,Armor,64,深紅公司 CPR-1
Crimson CPR-2,Armor,64,深紅公司 CPR-2
Crimson CPR-3,Armor,64,深紅公司 CPR-3
Crimson Cyclops suit,Armor,64,深紅公司獨眼巨人套裝
Hunter armor,Armor,64,獵人護甲
Kibba armour,Armor,64,基巴護甲
Standard XTU-0,Armor,64,標準 XTU-0
Standard XTU-1,Armor,64,標準 XTU-1
Standard XTU-2,Armor,64,標準 XTU-2
Standard XTU-3,Armor,64,標準 XTU-3
Standard Cyclops suit,Armor,64,標準獨眼巨人套裝
00PZCX armor,Armor,64,00PZCX 護甲
20PZCX armor,Armor,64,20PZCX 護甲
99PZCX armor,Armor,64,99PZCX 護甲
santa claus costume,Armor,64,聖誕老人服裝
Standard armor CP-00,Armor,64,標準 CP-00 護甲
Police armor,Armor,64,警用護甲
Pumpkin armor,Armor,64,南瓜護甲
Scientist F00K-0,Armor,64,科學家 F00K-0
Scientist F00K-1,Armor,64,科學家 F00K-1
Scientist F00K-2,Armor,64,科學家 F00K-2
SEVA Suit,Armor,64,SEVA 套裝
Armor ???,Armor,64,??? 護甲
??? Cyclops suit,Armor,64,??? 獨眼巨人套裝
Storage kit,Storage,64,儲物套件
Book cardio,Books,64,運動
Read this to gain 1 point in cardio,Books,128,閱讀此書可獲得 1 點運動
Book charisma,Books,64,魅力
Read this book to gain 1 point in charisma,Books,128,閱讀此書可獲得 1 點魅力
Book cooking,Books,64,烹飪
Read this book to gain 1 point in cooking,Books,128,閱讀此書可獲得 1 點烹飪
Read this book,Books,128,閱讀此書
Book gunsmith,Books,64,槍械工藝
Read this book to gain 1 point in gunsmith,Books,128,閱讀此書可獲得 1 點槍械工藝
Basic gunsmith book,Books,64,基礎槍械工藝
Read this book to learn new barter and crafting options,Books,128,閱讀此書可獲得新的交易與製作選項
Advanced gunsmith book,Books,64,高級槍械工藝
Book medicine,Books,64,醫學
Read this book to gain 1 point in medicine,Books,128,閱讀此書可獲得 1 點醫學
Book shooting,Books,64,射擊
Read this book to gain 1 point in shooting,Books,128,閱讀此書可獲得 1 點射擊
Book style,Books,64,時尚
Read this book to gain 1 point in style,Books,128,閱讀此書可獲得 1 點時尚
Respec Book cardio,Books,64,重置運動專精
Read this book to change your specialisation.\nYou will lose all acquired specialisation points.,Books,128,閱讀此書可更改專精，\n但會失去所有已獲專精點數。
Respec Book charisma,Books,64,重置魅力專精
Respec Book cooking,Books,64,重置烹飪專精
Respec Book gunsmith,Books,64,重置槍械工藝專精
Respec Book medicine,Books,64,重置醫學專精
Respec Book shooting,Books,64,重置射擊專精
Respec Book style,Books,64,重置時尚專精
9x18 Bullet,Bullet Calibers,16,9x18mm
9x19 Bullet,Bullet Calibers,16,9x19mm
5.7x28 Bullet,Bullet Calibers,16,5.7x28mm
.45  Bullet,Bullet Calibers,16,.45 ACP
7.62x25 Bullet,Bullet Calibers,16,7.62x25mm
.357 Magnum Bullet,Bullet Calibers,16,.357 馬格南
7.62x51 Bullet,Bullet Calibers,16,7.62x51mm
7.62x54R Bullet,Bullet Calibers,16,7.62x54Rmm
5.45x39 Bullet,Bullet Calibers,16,5.45x39mm
7.62x39 Bullet,Bullet Calibers,16,7.62x39mm
5.56x45 Bullet,Bullet Calibers,16,5.56x45mm
12.7x55 Bullet,Bullet Calibers,16,12.7x55mm
12x70 Bullet,Bullet Calibers,16,12x70mm
9x39 Bullet,Bullet Calibers,16,9x39mm
Air drop,Chests,64,空投
Santa air drop,Chests,64,聖誕空投
Anomaly Electric,Chests,64,電擊異常
Anomaly Fire,Chests,64,火焰異常
Armor Chests,Chests,64,護甲箱
ammo,Chests,64,彈藥
base upgrade box,Chests,64,基地升級模組箱
book box,Chests,64,書箱
Cash register,Chests,64,收銀機
Chemical crystal,Chests,64,化學水晶
common weapon all,Chests,64,常規武器箱
crimson corp. scientist,Chests,64,深紅公司科學家
crimson soldier,Chests,64,深紅公司士兵
dead abitant,Chests,64,死去的平民
dead loner,Chests,64,死去的獨行俠
dead scientist,Chests,64,死去的科學家
devourer,Chests,64,吞噬者
Electric crystal,Chests,64,電擊水晶
electronic box,Chests,64,電子元件箱
Equipment chest,Chests,64,裝備箱
Fire crystal,Chests,64,火焰水晶
Flight recorder,Chests,64,飛行記錄儀
forge,Chests,64,鍛造台
garden,Chests,64,花園
green army soldier,Chests,64,綠軍士兵
grigoriy memorial,Chests,64,格里戈里紀念碑
Items collected by igor,Chests,64,伊戈爾收集的物品
lead scientist,Chests,64,首席科學家
library,Chests,64,圖書館
marat loginov,Chests,64,馬拉特·洛吉諾夫
mercenary,Chests,64,僱傭兵
Mr. Junk's treasure,Chests,64,「垃圾」先生的寶藏
mutated plant,Chests,64,變異植物
novice bandit,Chests,64,新手強盜
pc,Chests,64,電腦
pistol,Chests,64,手槍
Rifle,Chests,64,步槍
rifle,Chests,64,步槍
scavenger,Chests,64,拾荒者
secret chest,Chests,64,祕密箱子
secret safe,Chests,64,祕密保險箱
smg,Chests,64,衝鋒槍
sniper,Chests,64,狙擊槍
Spider,Chests,64,蜘蛛
strange machinery,Chests,64,奇怪的機器
supermarket shelves,Chests,64,超市貨架
unknown bag,Chests,64,未知背包
watcher,Chests,64,觀察者
weapon box mod,Chests,64,武器改裝箱
weapon box mod ak,Chests,64,AK武器改裝箱
Weapon box tier I,Chests,64,一階武器箱
Weapon box tier II,Chests,64,二階武器箱
Weapon box tier III,Chests,64,三階武器箱
Wood crate,Chests,64,木箱
your stash,Chests,64,你的儲藏
yuli antonov,Chests,64,尤利·安東諾夫
AAA battery,Barter,72,AAA電池
alcohol,Barter,72,酒精
Big's tooth,Barter,72,「大塊頭」的牙齒
blink's claw,Barter,72,「閃爍」的爪子
Blue gunpowder,Barter,72,藍色火藥
Boar pelt,Barter,72,野豬皮
boar tusk,Barter,72,野豬獠牙
Bolt cutter,Barter,72,斷線鉗
Briefcase,Barter,72,公事包
Bug spray,Barter,72,殺蟲劑
Bulb,Barter,72,燈泡
car battery,Barter,72,汽車電池
CCTV camera,Barter,72,監控攝影機
charcoal,Barter,72,木炭
Coffee,Barter,72,咖啡
Concrete box,Barter,72,混凝土箱
Cooking pot,Barter,72,鍋
Copper wire,Barter,72,銅線
CPU,Barter,72,CPU
devourer meat,Barter,72,吞噬者的肉
Drill,Barter,72,電鑽
duct tape,Barter,72,膠帶
Dumbell,Barter,72,啞鈴
DVD drive,Barter,72,DVD 光碟機
Dynamite,Barter,72,炸藥
Electric motor,Barter,72,電動馬達
Engine Oil,Barter,72,機油
Fan,Barter,72,風扇
Fork,Barter,72,叉子
Fragrance,Barter,72,香水
Gamestation,Barter,72,遊戲主機
ghoul's tentacle,Barter,72,食屍鬼觸手
gm counter,Barter,72,蓋格計數器
Gold Wristwatch,Barter,72,金手錶
Golden Bracelet,Barter,72,金手鍊
Golden crucifix,Barter,72,金十字架
Golden Necklace,Barter,72,金項鍊
Golden zippo,Barter,72,金打火機
GPS Marker,Barter,72,GPS 定位器
Green gunpowder,Barter,72,綠色火藥
Grigoriy's ring,Quest names,64,格里戈里的戒指
Hair dryer,Barter,72,吹風機
Hammer,Barter,72,錘子
Hard disk,Barter,72,硬碟
High quality toilet paper,Barter,72,高級衛生紙
Hose,Barter,72,水管
hydrogen peroxide,Barter,72,雙氧水
Knife,Barter,72,刀
Lab documents,Barter,72,實驗室檔案
Lighter,Barter,72,打火機
Lights kit,Barter,72,燈具套件
Lost backpack found in the forest,Barter,72,遺失在森林的背包
Lost backpack found in the industrial area,Barter,72,遺失在工業區的背包
lost backpack found in the makeshift camp,Barter,72,遺失在臨時營地的背包
Lost backpack found in the swamp,Barter,72,遺失在沼澤的背包
Lost document found in the forest,Barter,72,遺失在森林的檔案
lost document found in the industrial area,Barter,72,遺失在工業區的檔案
lost document found in the makeshift camp,Barter,72,遺失在臨時營地的檔案
Lost document found in the swamp,Barter,72,遺失在沼澤的檔案
Matches,Barter,72,火柴
Metal pipe,Barter,72,金屬管
Military circuit,Barter,72,軍用電路板
Multi-plug,Barter,72,多孔插座
Nail,Barter,72,釘子
Orange gunpowder,Barter,72,橙色火藥
papers,Barter,72,紙張
Pelt,Barter,72,皮草
Pepper,Barter,72,胡椒
pillow,Barter,72,枕頭
Pliers,Barter,72,鉗子
Portable console,Barter,72,掌上遊戲機
Power bank,Barter,72,行動電源
Power outlet,Barter,72,電源插座
Propane tank,Barter,72,丙烷罐
Rabbit pelt,Barter,72,兔皮
rags,Barter,72,破布
RAM,Barter,72,記憶體
Red gunpowder,Barter,72,紅色火藥
Relay,Barter,72,繼電器
Repair kit for radio tower,Barter,72,無線電塔修理箱
Rope,Barter,72,繩索
Roubles,Barter,72,盧布
Ruined Laboratory entrance key,Barter,72,損壞的實驗室門禁卡
Salt,Barter,72,鹽
scientiest's analyzer,Barter,72,科學家的分析儀
Scientific analyzer,Barter,72,科學分析儀
scrap ammo,Barter,72,彈藥廢料
scrap food,Barter,72,食物廢料
scrap material,Barter,72,廢料
scrap medicine,Barter,72,醫療用品廢料
scrap weapon,Barter,72,槍械廢料
Screw nut,Barter,72,螺母
screwdriver,Barter,72,螺絲刀
secret documents,Barter,72,機密文件
Secret mail,Barter,72,機密郵件
shampoo,Barter,72,洗髮精
Silver Bracelet,Barter,72,銀手鍊
Smartphone,Barter,72,智能手機
Soap,Barter,72,肥皂
spark plug,Barter,72,火花塞
spider eye,Barter,72,蜘蛛眼
Spider Web,Barter,72,蜘蛛網
Spoon,Barter,72,湯匙
SSD drive,Barter,72,固態硬碟
Strange flesh sample,Barter,72,可疑的肌肉樣本
Surgical scissors,Barter,72,手術剪刀
Syringe,Barter,72,注射器
Tape measure,Barter,72,捲尺
Tea bag,Barter,72,茶包
Toilet paper,Barter,72,衛生紙
Transmitter,Barter,72,信號發射器
Usb,Barter,72,USB
USB drive found in the sawmill,Barter,72,鋸木廠裏的 USB
Vlasov's Dogtag,Barter,72,弗拉索夫的狗牌
Vlasov's eyes,Barter,72,弗拉索夫的眼睛
Wheel,Barter,72,車輪
White paint,Barter,72,白色油漆
Wires,Barter,72,電線
Radio,Barter,72,收音機
Wolf pelt,Barter,72,狼皮
Wrench,Barter,72,扳手
Wristwatch,Barter,72,手錶
Zippo lighter,Barter,72,打火機
zombie skin,Barter,72,殭屍皮
Analyzer found near a big fire anomaly,Barter,72,在大型火焰異常附近找到的分析儀
boar meat,Consumable,64,野豬肉
boiled egg,Consumable,64,水煮蛋
bottle of rotten water,Consumable,64,一瓶髒水
bottle of water,Consumable,64,瓶裝水
bread,Consumable,64,麵包
butter,Consumable,64,牛油
canned beans,Consumable,64,罐裝豆子
canned fish,Consumable,64,罐裝魚
Cheese,Consumable,64,起司
chips,Consumable,64,薯片
cooked egg,Consumable,64,煎蛋
cooked meat,Consumable,64,熟肉
cooked pasta,Consumable,64,煮熟的義大利麵
crackers,Consumable,64,餅乾
cup of coffee,Consumable,64,咖啡
cup of tea,Consumable,64,茶
egg,Consumable,64,雞蛋
energy drink,Consumable,64,能量飲料
fruit juice,Consumable,64,果汁
generic chocolate,Consumable,64,健怡巧克力
generic cola,Consumable,64,健怡可樂
hamburger,Consumable,64,漢堡
meatballs,Consumable,64,肉丸
milk,Consumable,64,牛奶
molbaro cigarette,Consumable,64,萬寶路香菸
mre,Consumable,64,軍用口糧
pasta,Consumable,64,義大利麵
premium chocolate,Consumable,64,高級巧克力
raw meat,Consumable,64,生肉
red wine,Consumable,64,紅酒
rotten bread,Consumable,64,變質的麵包
Rotten Cheese,Consumable,64,變質的起司
rotten egg,Consumable,64,變質的蛋
rotten milk,Consumable,64,變質的牛奶
rotten salami,Consumable,64,變質的薩拉米香腸
salami,Consumable,64,薩拉米香腸
sandwich with butter,Consumable,64,牛油三明治
sandwich with meat,Consumable,64,夾肉三明治
sandwich with salami,Consumable,64,薩拉米香腸三明治
sandwich with wurstel,Consumable,64,德式香腸三明治
Stew with meat and beans,Consumable,64,肉豆燉菜
tushonka,Consumable,64,燉肉罐頭
vodka,Consumable,64,伏特加
whisky,Consumable,64,威士忌
Wilfon Cigarette,Consumable,64,威爾豐香菸
wolf meat,Consumable,64,狼肉
wurstel,Consumable,64,德式香腸
zombie meat,Consumable,64,殭屍肉
SGN Grenade,Grenades,64,RGN 手榴彈
Flashbang grenade,Grenades,64,閃光彈
T-1 Grenade,Grenades,64,F-1 手榴彈
RDG-5 Grenade,Grenades,64,RGD-5 手榴彈
PMN land mine,Grenades,64,PMN 地雷
Standard headlamp,Headset,64,標準頭燈
All direction headlamp,Headset,64,全向頭燈
pumpkin headlamp,Headset,64,南瓜頭燈
Night vision goggles 1,Headset,64,1 級夜視儀
Night vision goggles 2,Headset,64,2 級夜視儀
Night vision goggles 3,Headset,64,3 級夜視儀
Bloodsucker Injector,Injector,64,凝血注射器
Endurance Booster Injector,Injector,64,耐力注射器
Body Fortifying Injector,Injector,64,身體強化注射器
Burden Injector,Injector,64,負重注射器
Chow-Down Injector,Injector,64,營養注射器
Rad Shield Injector,Injector,64,抗輻射注射器
Healing Stimulant Injector,Injector,64,腎上腺素注射器
Key to 2nd storage room of oil factory,Keys,96,石油工廠 2 號庫房門禁卡
Police station key,Keys,96,警局鑰匙
Laboratory main room key,Keys,96,實驗室主房間門禁卡
Laboratory supply key,Keys,96,實驗室庫房門禁卡
Key to the gun store in the mall,Keys,96,商場槍店門禁卡
Key to the Svaruski shop in the mall,Keys,96,商場 Svaruski 珠寶店鑰匙
Key to the turbine room in the mall basement,Keys,96,商場地下機房門禁卡
Key to 1st storage room of oil factory,Keys,96,石油工廠 1 號庫房門禁卡
Key of a locked door in the sewer,Keys,96,下水道門鑰匙
Mr Junk's key,Keys,96,「垃圾」先生的鑰匙
Laboratory entrance key,Keys,96,實驗室入口門禁卡
Key to the extraction point in the mall basement,Keys,96,商場地下祕密撤離點鑰匙
Key to the office room in the mall basement,Keys,96,商場地下辦公室鑰匙
Key to the Tech store in the mall,Keys,96,商場數碼產品店鑰匙
Oil factory personnel key card,Keys,96,石油工廠員工門禁卡
Accept,User Interface,40,接受
Accept [Active],User Interface,40,接受[進行中]
Accept [Completed],User Interface,40,接受[已完成]
[Completed],User Interface,40,[已完成]
[Active],User Interface,40,[進行中]
Back,User Interface,40,返回
Gain reward,User Interface,40,獲得報酬
Heal health for price roubles,User Interface,40,恢復生命值，需支付[PRICE]盧布
Heal radiation for price roubles,User Interface,40,緩解輻射，需支付[PRICE]盧布
Heal wounds for price roubles,User Interface,40,治癒傷口，需支付[PRICE]盧布
Quench thirst for price roubles,User Interface,40,喝點東西，需支付[PRICE]盧布
Question,User Interface,40,描述
Questname,User Interface,40,任務
Refill hunger for price roubles,User Interface,40,吃點東西，需支付[PRICE]盧布
Repair armor for price roubles,User Interface,40,修理護甲，需支付[PRICE]盧布
accept and play,User Interface,40,接受並開始
Audio,User Interface,40,音效
Choose an item as a reward,User Interface,40,選擇一項物品作爲報酬
Choose your equipment,User Interface,40,選擇你的裝備
combat,User Interface,40,戰鬥
compatible with:,User Interface,40,兼容:
continue,User Interface,40,繼續
Controls,User Interface,40,控制
data collection,User Interface,40,資料數據收集
deal: 0,User Interface,40,交易：0
delete,User Interface,40,刪除
delete cloud saves,User Interface,40,刪除雲存檔
device,User Interface,40,裝置
Difficulty,User Interface,40,難度
"due to pixel art scaling, resolution changes will only take effect in windowed mode.",User Interface,128,由於遊戲採用像素風格，解析度更改僅在視窗模式下生效。
equipment 1,User Interface,40,裝備 1
equipment 2,User Interface,40,裝備 2
equipment 3,User Interface,40,裝備 3
equipment 4,User Interface,40,裝備 4
equipment 5,User Interface,40,裝備 5
equipment 6,User Interface,40,裝備 6
Continue Playing,User Interface,72,繼續遊玩
Save Progress and Exit,User Interface,72,儲存進度並離開
Are you sure you want to return to the main menu?\nYou will lose quest progress and items.,User Interface,160,你確定要返回主選單嗎？\n你將失去任務進度和物品
Are you sure you want to return to the main menu?\nYou will lose quest progress.,User Interface,160,你確定要返回主選單嗎？\n你將失去任務進度
Are you sure you want to return to the main menu?,User Interface,160,你確定要返回主選單嗎？
Exit To Main Menu,User Interface,40,返回主選單
explosive,User Interface,40,爆炸
fast,User Interface,40,快速
flashbang,User Interface,40,閃光
gameanalytics privacy policy,User Interface,40,遊戲數據分析隱私政策
Gameplay,User Interface,40,玩法
How long do you want to sleep?,User Interface,60,你想睡多久？
impact,User Interface,40,影響
Install,User Interface,40,安裝
items info,User Interface,40,物品資訊
keep,User Interface,40,保留
kg: weight,User Interface,40,公斤：
land mine,User Interface,40,地雷
Movement,User Interface,40,移動
No,User Interface,40,否
no,User Interface,40,否
normal,User Interface,40,正常
Not available now,User Interface,40,目前不可用
"note - when in fullscreen, the game will always scale to the correct resolution for your monitor.",User Interface,128,在全螢幕模式下，遊戲將始終縮放爲顯示器的默認解析度。
our privacy policy,User Interface,40,隱私政策
play without analytics,User Interface,40,不使用數據分析遊玩
player needs,User Interface,40,玩家需求
Presets,User Interface,40,預設
Relations,Menu button that goes to the Relations screen.,20,關係
Remove,User Interface,40,移除
